id,name,site,phone,full_address,street,city,postal_code,state,reviews,working_hours,imported_at,dup_key,quality_score,is_primary,latitude,longitude,coord,has upick,upick offerings,upick source
447,Cook's Orchard,http://www.cooksorchard.com/,260-413-9823,"8724 Huguenard Rd, Fort Wayne, IN 46818",8724 Huguenard Rd,Fort Wayne,46818,Indiana,259,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""10AM-5PM""}",2025-08-23 16:58:33.154149+00,cook's orchard|fort wayne|indiana,329,TRUE,41.1599407,-85.1924031,0101000020E610000089891755504C55C051E6D5EF78944440,yes,apples,https://cooksorchard.com/
448,Brookside Farms - Paw Paw,https://brooksidefarmsmi.com/,269-657-3500,"34448 44th Ave, Paw Paw, MI 49079",34448 44th Ave,Paw Paw,49079,Michigan,259,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:33.154149+00,brookside farms - paw paw|paw paw|michigan,329,TRUE,42.2612125,-85.8857744,0101000020E610000094E81B87B07855C03A6744696F214540,yes,blueberries,https://www.brooksidefarms.com/u-pick
449,Woody's Orchard & Fun Farm,http://woodysorchard.com/,630-247-9300,"3223 Creek Rd, Plano, IL 60545",3223 Creek Rd,Plano,60545,Illinois,259,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""10AM-6PM""}",2025-08-23 16:58:33.154149+00,woody's orchard & fun farm|plano|illinois,329,TRUE,41.6719897,-88.5622488,0101000020E6100000C60D64E2FB2356C0DA5F2CC203D64440,yes,"apples, pumpkins, sunflowers",https://www.woodysorchard.com/attractions
451,Honeywood Farms,http://www.honeywoodfarms.com/,678-359-1257,"894 GA-18, Barnesville, GA 30204",894 GA-18,Barnesville,30204,Georgia,256,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-3PM,5-9PM"", ""Friday"": ""9AM-3PM,5-9PM"", ""Saturday"": ""9AM-3PM,5-9PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:33.154149+00,honeywood farms|barnesville|georgia,326,TRUE,33.0594185,-84.2052676,0101000020E61000006B3BB71A230D55C0812381069B874040,yes,"strawberries, blackberries",https://www.gfb.org/connect/farm-markets/detail/honeywood-farms/
453,Seven Oaks Lavender Farm,http://www.sevenoakslavenderfarm.com/,703-307-3739,"8769 Old Dumfries Rd, Catlett, VA 20119",8769 Old Dumfries Rd,Catlett,20119,Virginia,252,,2025-08-23 16:58:33.154149+00,seven oaks lavender farm|catlett|virginia,322,TRUE,38.67783,-77.662374,0101000020E610000020EEEA55646A53C0B41F2922C3564340,yes,"lavender, zinnias",https://www.sevenoakslavenderfarm.com/
454,Wickham's Fruit Farm,http://wickhamsfruitfarm.com/,631-734-6441,"28700 Main Rd, Cutchogue, NY 11935",28700 Main Rd,Cutchogue,11935,New York,252,"{""Monday"": ""9AM-4PM"", ""Tuesday"": ""9AM-4PM"", ""Wednesday"": ""9AM-4PM"", ""Thursday"": ""9AM-4PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:33.154149+00,wickham's fruit farm|cutchogue|new york,322,TRUE,41.0121351,-72.4840136,0101000020E61000006EB42D14FA1E52C01DD198A48D814440,yes,"strawberries, cherries, peaches, apples, pumpkins",https://wickhamsfruitfarm.com/
455,Sledd's U-Pick Farm,https://www.facebook.com/Sledds-U-Pick-Farm-205766459439752/,321-537-7003,"Burkholm Rd &, Dixie Way, Mims, FL 32754","Burkholm Rd &, Dixie Way",Mims,32754,FL,251,,2025-08-23 16:58:33.154149+00,sledd's u-pick farm|mims|fl,321,TRUE,28.7223211,-80.8463307,0101000020E610000073863D482A3654C0F3B51D09EAB83C40,yes,"strawberries, sunflowers",https://www.facebook.com/SleddsUPickFarm/
457,Rose's Berry Farm LLC,http://www.rosesberryfarm.com/,,"280 & 300 Matson Hill Rd, South Glastonbury, CT 06073",280 & 300 Matson Hill Rd,South Glastonbury,6073,Connecticut,250,,2025-08-23 16:58:33.154149+00,rose's berry farm llc|south glastonbury|connecticut,300,TRUE,41.656716,-72.583139,0101000020E61000006B813D26522552C0466117450FD44440,yes,"strawberries, blueberries, raspberries, pumpkins",https://www.rosesberryfarm.com/pick-your-own
458,Sussex County Strawberry Farm,http://www.sussexcountystrawberryfarm.com/,973-579-5055,"565 US-206, Newton, NJ 07860",565 US-206,Newton,7860,New Jersey,250,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:33.154149+00,sussex county strawberry farm|newton|new jersey,320,TRUE,41.0140782,-74.7661182,0101000020E6100000B477A11408B152C0144B8050CD814440,yes,"strawberries, pumpkins, raspberries",https://www.sussexcountystrawberryfarm.com/strawberry.asp
460,Karabin Farms,http://www.karabinfarms.com/,860-620-0194,"894 Andrews St, Southington, CT 06489",894 Andrews St,Southington,6489,Connecticut,249,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",2025-08-23 16:58:33.154149+00,karabin farms|southington|connecticut,319,TRUE,41.6161902,-72.8305082,0101000020E6100000D483DD0B273552C0CF8E0A52DFCE4440,yes,apples,https://www.karabinfarms.com/apples
461,Day Farms,https://dayfarmsproduce.com/,801-546-4316,"2500 W Gentile St, Layton, UT 84041",2500 W Gentile St,Layton,84041,Utah,249,"{""Sunday"": ""Closed"", ""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-6PM""}",2025-08-23 16:58:33.154149+00,day farms|layton|utah,319,TRUE,41.0605543,-112.013179,0101000020E61000009D7FBBECD7005CC0EB10493EC0874440,yes,"tomatoes, bell peppers, chili peppers, green beans, eggplant, tomatillos, jalapenos",https://dayfarmsproduce.com/produce
462,Altamont Orchards Inc.,http://www.altamontorchards.com/,518-861-6515,"6654 Dunnsville Rd, Altamont, NY 12009",6654 Dunnsville Rd,Altamont,12009,New York,248,"{""Monday"": ""9:30AM-5PM"", ""Tuesday"": ""9:30AM-5PM"", ""Wednesday"": ""9:30AM-5PM"", ""Thursday"": ""9:30AM-5PM"", ""Friday"": ""9:30AM-5PM"", ""Saturday"": ""9:30AM-4PM"", ""Sunday"": ""9:30AM-4PM""}",2025-08-23 16:58:33.154149+00,altamont orchards inc.|altamont|new york,318,TRUE,42.7206959,-74.016229,0101000020E6100000CB0F5CE5098152C03F6E64C33F5C4540,yes,apples,https://altamontorchards.com/pick-your-own/
463,Bybee Farms,http://bybeeblueberryfarms.com/,425-888-5683,"9115 432nd Ave SE, North Bend, WA 98045",9115 432nd Ave SE,North Bend,98045,Washington,248,"{""Sunday"": ""9AM-8PM"", ""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-8PM""}",2025-08-23 16:58:33.154149+00,bybee farms|north bend|washington,318,TRUE,47.519666,-121.7653477,0101000020E61000006864EB74FB705EC0ED6B5D6A84C24740,yes,blueberries,https://bybeeblueberryfarms.com/
464,Andy T's Farm Market,https://www.andyts.com/,989-224-7674,"3131 Old U.S. 27, St Johns, MI 48879",3131 Old U.S. 27,St Johns,48879,Michigan,248,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""8AM-7PM""}",2025-08-23 16:58:33.154149+00,andy t's farm market|st johns|michigan,318,TRUE,42.9697719,-84.5417034,0101000020E610000073C8BC44AB2255C0368A517C217C4540,yes,pumpkins,https://www.andyts.com/events-at-the-market
465,"Susquehanna Orchards, Inc.",,717-852-5839,"560 Orchard Rd, Delta, PA 17314",560 Orchard Rd,Delta,17314,Pennsylvania,247,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""10AM-5PM""}",2025-08-23 16:58:33.154149+00,"susquehanna orchards, inc.|delta|pennsylvania",267,TRUE,39.7334264,-76.2663516,0101000020E61000002FCF94E70B1153C0F20291EAE0DD4340,yes,apples,https://www.facebook.com/susquehannaorchards/
467,Lohr's Orchard,http://www.lohrsorchard.com/,410-734-0446,"3212 Snake Ln, Churchville, MD 21028",3212 Snake Ln,Churchville,21028,Maryland,246,"{""Monday"": ""8:30AM-6PM"", ""Tuesday"": ""8:30AM-6PM"", ""Wednesday"": ""8:30AM-6PM"", ""Thursday"": ""8:30AM-6PM"", ""Friday"": ""8:30AM-6PM"", ""Saturday"": ""8:30AM-6PM"", ""Sunday"": ""9:30AM-5:30PM""}",2025-08-23 16:58:33.154149+00,lohr's orchard|churchville|maryland,316,TRUE,39.5388711,-76.2399544,0101000020E61000000122B3695B0F53C039A16BBAF9C44340,yes,"peaches, apples, pumpkins, strawberries",https://www.lohrsorchard.com/
469,"Three Son Farms, L.L.C. (McIntosh Station)",https://m.facebook.com/ThreeSonFarms/,813-763-3242,"3830 McIntosh Rd, Dover, FL 33527",3830 McIntosh Rd,Dover,33527,Florida,245,,2025-08-23 16:58:33.154149+00,"three son farms, l.l.c. (mcintosh station)|dover|florida",315,TRUE,28.0071251,-82.2455821,0101000020E6100000E9FEFB9DB78F54C0117B57F3D2013C40,Yes,strawberries,https://m.facebook.com/ThreeSonFarms/
470,Specca Farms Pick Your Own,http://speccafarms.com/,609-267-4445,"870 Jacksonville Mt Holly Rd, Bordentown, NJ 08505",870 Jacksonville Mt Holly Rd,Bordentown,8505,New Jersey,245,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""8:30AM-5:30PM"", ""Friday"": ""8:30AM-5:30PM"", ""Saturday"": ""8:30AM-5:30PM"", ""Sunday"": ""9AM-5PM""}",2025-08-23 16:58:33.154149+00,specca farms pick your own|bordentown|new jersey,315,TRUE,40.0405147,-74.7673394,0101000020E6100000AAFBB6161CB152C0EEC0EF952F054440,Yes,strawberries; tomatoes; peppers; beans; flowers,http://speccafarms.com/
471,Hollin Farms,http://hollinfarms.com/,540-623-8854,"1524 Snowden Rd, Delaplane, VA 20144",1524 Snowden Rd,Delaplane,20144,Virginia,245,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""9AM-12:30PM"", ""Thursday"": ""9AM-12:30PM"", ""Friday"": ""9AM-12:30PM"", ""Saturday"": ""9-11:30AM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:33.154149+00,hollin farms|delaplane|virginia,315,TRUE,38.977429,-77.981091,0101000020E610000098D9E731CA7E53C0BD94BA641C7D4340,Yes,apples; peaches; potatoes; tomatoes; pumpkins; strawberries,http://hollinfarms.com/
473,Hilger Family Farm,https://www.facebook.com/Hilger-Family-Farm-294242900556/,260-625-3467,"5534 Butt Rd, Fort Wayne, IN 46818",5534 Butt Rd,Fort Wayne,46818,Indiana,243,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:33.154149+00,hilger family farm|fort wayne|indiana,313,TRUE,41.1299349,-85.3126608,0101000020E61000006FAF71A2025455C0F30DF1B4A1904440,Yes,strawberries; pumpkins,https://hilgerfamilyfarm.com/; https://www.visitfortwayne.com/blog/stories/post/guide-to-orchards-and-u-picks-in-fort-wayne-indiana/
474,The Orchard and Company,http://www.theorchardandcompany.com/,614-873-0510,"7255 US-42, Plain City, OH 43064",7255 US-42,Plain City,43064,Ohio,243,,2025-08-23 16:58:33.154149+00,the orchard and company|plain city|ohio,313,TRUE,40.047657,-83.293089,0101000020E61000004F745DF8C1D254C07636E49F19064440,Yes,apples,http://www.theorchardandcompany.com/
475,Yeager's Farm & Market Inc.,http://yeagersfarm.com/,610-935-8244,"1015 Pike Springs Rd, Phoenixville, PA 19460",1015 Pike Springs Rd,Phoenixville,19460,Pennsylvania,243,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",2025-08-23 16:58:33.154149+00,yeager's farm & market inc.|phoenixville|pennsylvania,313,TRUE,40.1186771,-75.5851958,0101000020E61000006BB015D973E552C05EA4ABCF300F4440,Yes,pumpkins,https://yeagersfarm.com/fall/
476,Wish Farms,http://www.wishfarms.com/,813-752-5111,"1301 S Frontage Rd, Plant City, FL 33563",1301 S Frontage Rd,Plant City,33563,Florida,241,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""Closed"", ""Sunday"": ""7AM-10PM""}",2025-08-23 16:58:33.154149+00,wish farms|plant city|florida,311,TRUE,28.0359519,-82.11099,0101000020E6100000B70BCD751A8754C0A4BACA2434093C40,Yes,strawberries; blueberries (seasonal charity events),https://wishfarms.com/berry-u-picks/
477,Green Mountain Orchards Inc,http://www.greenmountainorchards.com/,802-387-5851,"130 W Hill Rd, Putney, VT 05346",130 W Hill Rd,Putney,5346,Vermont,239,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""8AM-6PM""}",2025-08-23 16:58:33.154149+00,green mountain orchards inc|putney|vermont,309,TRUE,42.9902226,-72.5417563,0101000020E6100000BAB99D22AC2252C04B61399DBF7E4540,Yes,apples; blueberries; peaches; pumpkins; raspberries,https://www.greenmountainorchards.com/pyo
478,Lilley Farms Strawberries,http://www.lilleyfarmsva.com/,757-435-2085,"2800 Tyre Neck Rd, Chesapeake, VA 23321",2800 Tyre Neck Rd,Chesapeake,23321,Virginia,239,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""10AM-12AM"", ""Sunday"": ""10AM-4PM""}",2025-08-23 16:58:33.154149+00,lilley farms strawberries|chesapeake|virginia,309,TRUE,36.8380467,-76.3984246,0101000020E610000000BBE4C97F1953C0A782401D456B4240,Yes,strawberries; pumpkins; winter squash; gourds,https://www.visitchesapeake.com/listing/lilley-farms/1552/; https://www.facebook.com/LilleyFarmsStrawberries/
480,G and S Orchards,https://gandsorchards.com/,315-524-3823,"825 Atlantic Ave #286, Walworth, NY 14568",825 Atlantic Ave #286,Walworth,14568,New York,237,,2025-08-23 16:58:33.154149+00,g and s orchards|walworth|new york,307,TRUE,43.1656914,-77.3386965,0101000020E610000042B11534AD5553C03E1D346035954540,Yes,strawberries; blueberries; raspberries; apples; juneberries; cherries; currants; gooseberries,https://gandsorchards.com/
481,Nourse Farm,http://www.noursefarm.com/retail-store,508-366-2644,"80 Jasper St, Westborough, MA 01581",80 Jasper St,Westborough,1581,Massachusetts,236,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",2025-08-23 16:58:33.154149+00,nourse farm|westborough|massachusetts,306,TRUE,42.2493876,-71.6511406,0101000020E610000042869F49ACE951C09303D1EEEB1F4540,Yes,strawberries; blueberries; raspberries; flowers; pumpkins,https://www.noursefarm.com/retail-store; https://www.noursefarm.com/todayspicking
483,Jones Family Farm Market,http://jffmd.com/,410-676-3709,"2107 Philadelphia Rd, Edgewood, MD 21040",2107 Philadelphia Rd,Edgewood,21040,Maryland,235,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""10AM-5PM""}",2025-08-23 16:58:33.154149+00,jones family farm market|edgewood|maryland,305,TRUE,39.4447931,-76.3099072,0101000020E6100000E0320285D51353C044FEF4FAEEB84340,yes,strawberries,https://www.jonesproducefarm.com/; https://www.localharvest.org/jones-family-farm-M36469
484,Scott's Yankee Farmer,http://www.scottsyankeefarmer.net/,860-739-5209,"436 Boston Post Rd, East Lyme, CT 06333",436 Boston Post Rd,East Lyme,6333,Connecticut,234,"{""Monday"": ""9AM-5:30PM"", ""Tuesday"": ""9AM-5:30PM"", ""Wednesday"": ""9AM-5:30PM"", ""Thursday"": ""9AM-5:30PM"", ""Friday"": ""9AM-5:30PM"", ""Saturday"": ""9AM-5:30PM"", ""Sunday"": ""9AM-5:30PM""}",2025-08-23 16:58:33.154149+00,scott's yankee farmer|east lyme|connecticut,304,TRUE,41.35492,-72.251052,0101000020E61000001C66683C111052C02159C0046EAD4440,Yes,peaches; apples; cut flowers,https://scottsyankeefarmer.net/ ; https://upickfarmsusa.com/ct/new-london-county/scotts-yankee-farmer/
485,Phillips Farms Pick Your Own,http://www.phillipsfarms.com/,908-995-0022,"91 Crab Apple Hill Rd, Milford, NJ 08848",91 Crab Apple Hill Rd,Milford,8848,New Jersey,234,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""9AM-5:30PM"", ""Saturday"": ""9AM-5:30PM"", ""Sunday"": ""9AM-5:30PM""}",2025-08-23 16:58:33.154149+00,phillips farms pick your own|milford|new jersey,304,TRUE,40.5866154,-75.1578854,0101000020E610000004615DCB1ACA52C03C2AA336164B4440,Yes,apples; asian pears; peaches; blackberries; raspberries; tomatoes; vegetables; cut flowers,https://phillipsfarms.com/pick-your-own/ ; https://upickfarmsusa.com/nj/hunterdon-county/phillips-farms/
486,Silverton Farms,http://www.silvertonfarmsnj.com/,732-244-2621,"1520 Silverton Rd, Toms River, NJ 08755",1520 Silverton Rd,Toms River,8755,New Jersey,234,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-4PM""}",2025-08-23 16:58:33.154149+00,silverton farms|toms river|new jersey,304,TRUE,40.0233639,-74.1943038,0101000020E6100000449F34796F8C52C019349996FD024440,Yes,strawberries; corn; flowers; blackberries,http://www.silvertonfarmsnj.com/ ; https://www.funnewjersey.com/en/ads/5ef3b8ba207b2/pick-your-own-farms-in-nj/silverton-farms
487,Park Hill Orchard,http://parkhillorchard.com/,413-303-0335,"82 Park Hill Rd, Easthampton, MA 01027",82 Park Hill Rd,Easthampton,1027,Massachusetts,233,"{""Monday"": ""10AM-6PM"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""10AM-6PM""}",2025-08-23 16:58:33.154149+00,park hill orchard|easthampton|massachusetts,303,TRUE,42.285641,-72.695337,0101000020E6100000B8ACC266802C52C0C8B260E28F244540,Yes,apples,https://parkhillorchard.com/ ; https://upickfarmsusa.com/ma/hampshire-county/park-hill-orchard/
488,Starkey Blueberry Farm,https://www.facebook.com/starkeyblueberryfarm/,727-372-6440,"10730 Lake Blanche Dr, Odessa, FL 33556",10730 Lake Blanche Dr,Odessa,33556,Florida,233,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""8AM-1PM"", ""Friday"": ""8AM-1PM"", ""Saturday"": ""8AM-1PM"", ""Sunday"": ""8AM-1PM""}",2025-08-23 16:58:33.154149+00,starkey blueberry farm|odessa|florida,303,TRUE,28.2003443,-82.6382056,0101000020E6100000F0074D5CD8A854C0A57098C349333C40,Yes,blueberries; strawberries; blackberries,https://www.facebook.com/starkeyblueberryfarm/ ; https://flsportscoast.com/listing/starkey-blueberry-farms/ ; https://familyfriendlytampabay.com/u-pick-blueberry-farms-in-plant-city-odessa-and-more/
489,Valley Orchard,https://valleyorchardil.com/,815-332-9696,"811 E State St, Cherry Valley, IL 61016",811 E State St,Cherry Valley,61016,Illinois,233,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}",2025-08-23 16:58:33.154149+00,valley orchard|cherry valley|illinois,303,TRUE,42.2359624,-88.9420898,0101000020E61000004A3904334B3C56C0F78A1304341E4540,Yes,apples; rhubarb; raspberries; blueberries; cherries; currants; blackberries,https://valleyorchardil.com/ ; https://thevalleyorchard.com/ ; https://www.tripadvisor.com/Attraction_Review-g35801-d577179-Reviews-Valley_Orchard-Cherry_Valley_Illinois.html
491,Pippin Apple Orchard & Farm,http://www.pippinorchard.com/,401-943-7096,"751 Pippin Orchard Rd, Cranston, RI 02921",751 Pippin Orchard Rd,Cranston,2921,Rhode Island,232,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",2025-08-23 16:58:33.154149+00,pippin apple orchard & farm|cranston|rhode island,302,TRUE,41.7738977,-71.53834,0101000020E61000003B889D2974E251C08DF96F140FE34440,Yes,apples,https://pippinorchard.com/ | https://upickfarmlocator.com/upick_farm/pippin-apple-orchard-cranston-rhode-island/
492,"CM Farms - Louisiana Easter, Strawberry Picking and Fall Events",http://www.cmfarmsllc.com/,337-328-8916,"252 CM Farms Rd, Dry Creek, LA 70637",252 CM Farms Rd,Dry Creek,70637,Louisiana,231,,2025-08-23 16:58:33.154149+00,"cm farms - louisiana easter, strawberry picking and fall events|dry creek|louisiana",301,TRUE,30.7029319,-93.0276289,0101000020E61000002A7B01ACC44157C0ADD05158F3B33E40,Yes,strawberries,https://www.cmfarmsllc.com/ | https://cmfarmsllc.com/u-pick-strawberries/
493,Denton Valley Farms,http://www.dentonvalleyfarms.com/,325-665-2349,"8750 Co Rd 224, Clyde, TX 79510",8750 Co Rd 224,Clyde,79510,Texas,231,,2025-08-23 16:58:33.154149+00,denton valley farms|clyde|texas,301,TRUE,32.281769,-99.540592,0101000020E6100000AB1E300F99E258C06803B00111244040,Yes,pumpkins,http://www.dentonvalleyfarms.com/
494,"The Little Purple Barn, Murray Family Farms",http://littlepurplebarn.org/,661-558-0117,"9557 Copus Rd, Bakersfield, CA 93313",9557 Copus Rd,Bakersfield,93313,California,230,,2025-08-23 16:58:33.154149+00,"the little purple barn, murray family farms|bakersfield|california",300,TRUE,35.094738,-119.0287704,0101000020E6100000F1C5CD5FD7C15DC01FD8F15F208C4140,Yes,cherries; strawberries; blueberries; raspberries; peaches; apples,https://www.murrayfamilyfarms.org/optimizedcalendar/cherry-picking-the-little-purple-barn | http://littlepurplebarn.org/
495,Lavoies Farm,https://lavoiesfarm.wordpress.com/,603-882-0072,"172 Nartoff Rd, Hollis, NH 03049",172 Nartoff Rd,Hollis,3049,New Hampshire,229,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""8AM-7PM""}",2025-08-23 16:58:33.154149+00,lavoies farm|hollis|new hampshire,299,TRUE,42.7669831,-71.5458049,0101000020E6100000C7DFAC77EEE251C0D78A91802C624540,Yes,apples; blueberries; strawberries; pumpkins,https://upickfarmsusa.com/nh/hillsborough-county/lavoies-farm/
496,Jeter Farm,http://www.jeterfarm.com/,,"181 Blue Ridge Blvd, Roanoke, VA 24012",181 Blue Ridge Blvd,Roanoke,24012,Virginia,228,,2025-08-23 16:58:33.154149+00,jeter farm|roanoke|virginia,278,TRUE,37.330869,-79.864067,0101000020E610000061A3ACDF4CF753C04F2157EA59AA4240,Yes,pumpkins,https://www.visitroanokeva.com/listings/jeter-farm/7847/ ; https://www.pickyourown.org/VAroanoke.htm
497,Mt View Orchards,http://mtvieworchards.com/,541-352-6828,"6670 Trout Creek Ridge Rd, Mt Hood, OR 97041",6670 Trout Creek Ridge Rd,Mt Hood,97041,Oregon,228,"{""Sunday"": ""10AM-5PM"", ""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""10AM-5PM""}",2025-08-23 16:58:33.154149+00,mt view orchards|mt hood|oregon,298,TRUE,45.5366083,-121.6231454,0101000020E6100000C8693E9DE1675EC08EA1AD94AFC44640,Yes,apples; pears; peaches; quince,https://www.mtvieworchards.com/
498,Ridgetop Orchards,http://www.ridgetoporchards.com/,814-839-4181,"2953 Valley Rd, Fishertown, PA 15539",2953 Valley Rd,Fishertown,15539,Pennsylvania,227,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""11AM-5PM""}",2025-08-23 16:58:33.154149+00,ridgetop orchards|fishertown|pennsylvania,297,TRUE,40.1237889,-78.5859224,0101000020E61000009C7FAAC07FA553C0CD8D8E50D80F4440,Yes,apples; cherries; peaches,https://upickfarmsusa.com/pa/bedford-county/ridgetop-orchards/
